ticker,name,sector,industry,country,market_cap,n_years,fiscal_years,roic_avg,roic_trend,roic_latest,fcf_margin_avg,fcf_positive_years,fcf_years,rev_cagr,net_debt,ebitda_latest,nd_to_ebitda,net_cash,share_change,gm_avg,gm_std,exclude_reason,exchange,currency,price,market_cap_usd,dollar_volume_usd
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,United States,962422898688.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,362.06,962422898688.0,2994521141.0
V,Visa Inc.,Financial Services,Credit Services,United States,707144187904.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,378.75,707144187904.0,2947131772.0
MA,Mastercard Incorporated,Financial Services,Credit Services,United States,513087799296.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,585.71,513087799296.0,1970259912.0
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,United States,440822890496.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,63.04,440822890496.0,2059580407.0
HSBC,HSBC Holdings plc,Financial Services,Banks - Diversified,United Kingdom,364732678144.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,106.46,364732678144.0,144475056.0
MS,Morgan Stanley,Financial Services,Capital Markets,United States,341048459264.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,217.15,341048459264.0,1169917991.0
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,United States,302215528448.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,1037.93,302215528448.0,2152446779.0
RY.TO,Royal Bank of Canada,Financial Services,Banks - Diversified,Canada,404765736960.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,292.37,293512687182.0,675670792.0
BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China,277917564928.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,country China,NYQ,USD,111.81,277917564928.0,1422044639.0
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,271601598464.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,24.13,271601598464.0,75403523.0
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,United States,269710491648.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,89.19,269710491648.0,1314218396.0
C,Citigroup Inc.,Financial Services,Banks - Diversified,United States,231721123840.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,138.14,231721123840.0,1610826365.0
AXP,American Express Company,Financial Services,Credit Services,United States,222730698752.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,329.82,222730698752.0,948036587.0
SAN,"Banco Santander, S.A.",Financial Services,Banks - Diversified,Spain,218559184896.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,15.05,218559184896.0,192350980.0
TD.TO,The Toronto-Dominion Bank,Financial Services,Banks - Diversified,Canada,278383001600.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,169.9,201867241726.0,590674158.0
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets,United States,190884069376.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,110.38,190884069376.0,1016164792.0
BLK,"BlackRock, Inc.",Financial Services,Asset Management,United States,182972563456.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,1126.15,182972563456.0,841467163.0
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,Banks - Diversified,Japan,174524153856.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,27.56,174524153856.0,48227244.0
UBS,UBS Group AG,Financial Services,Banks - Diversified,Switzerland,170477797376.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,55.68,170477797376.0,104393541.0
BX,Blackstone Inc.,Financial Services,Asset Management,United States,164568596480.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,137.68,164568596480.0,650051852.0
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Banks - Diversified,Spain,163562569728.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,29.64,163562569728.0,46933547.0
IBKR,"Interactive Brokers Group, Inc.",Financial Services,Capital Markets,United States,158369644544.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,92.95,158369644544.0,421096032.0
MFG,"Mizuho Financial Group, Inc.",Financial Services,Banks - Regional,Japan,137006546944.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,11.32,137006546944.0,42197892.0
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,135273414656.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,220.5,135273414656.0,920086304.0
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,Switzerland,134354804736.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,348.25,134354804736.0,618970496.0
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,United States,132830978048.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,450.58,132830978048.0,996851928.0
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,United States,130090860544.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,223.87,130090860544.0,660926700.0
BMO.TO,Bank of Montreal,Financial Services,Banks - Diversified,Canada,169296658432.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,243.56,122764138883.0,382886408.0
HDB,HDFC Bank Limited,Financial Services,Banks - Regional,India,119613095936.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,23.28,119613095936.0,220506973.0
BNS.TO,The Bank of Nova Scotia,Financial Services,Banks - Diversified,Canada,159386402816.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,130.77,115577795053.0,378067198.0
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,United States,112133545984.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,124.72,112133545984.0,3049111532.0
BNY,The Bank of New York Mellon Corporation,Financial Services,Banks - Diversified,United States,111498584064.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,164.33,111498584064.0,572541496.0
IBN,ICICI Bank Limited,Financial Services,Banks - Regional,India,109524443136.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,30.52,109524443136.0,202955803.0
CM.TO,Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,Canada,147993477120.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,163.0,107316304688.0,287958156.0
ING,ING Groep N.V.,Financial Services,Banks - Diversified,Netherlands,105811787776.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,37.09,105811787776.0,113661452.0
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,101419327488.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,282.05,101419327488.0,824240356.0
KKR,KKR & Co. Inc.,Financial Services,Asset Management,United States,101373296640.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,109.76,101373296640.0,484220399.0
USB,U.S. Bancorp,Financial Services,Banks - Regional,United States,98983010304.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,63.53,98983010304.0,520070302.0
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,United States,97813012480.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,245.18,97813012480.0,478876504.0
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,92399919104.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,164.59,92399919104.0,701601743.0
ITUB,Itaú Unibanco Holding S.A.,Financial Services,Banks - Regional,Brazil,90599792640.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,8.22,90599792640.0,177251649.0
BCS,Barclays PLC,Financial Services,Banks - Diversified,United Kingdom,90256719872.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,26.9,90256719872.0,118402932.0
BN,Brookfield Corporation,Financial Services,Asset Management,Canada,90231644160.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,40.42,90231644160.0,161955099.0
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,89935241216.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,188.46,89935241216.0,459363900.0
LYG,Lloyds Banking Group plc,Financial Services,Banks - Regional,United Kingdom,88270716928.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,6.1,88270716928.0,116070770.0
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,United States,87335174144.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,504.3,87335174144.0,448471973.0
BAM,Brookfield Asset Management Ltd.,Financial Services,Asset Management,United States,80325787648.0,3,"2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,50.29,80325787648.0,125366332.0
APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,United States,79422152704.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,134.49,79422152704.0,538499036.0
DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,Germany,78091247616.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,41.56,78091247616.0,91659624.0
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,United States,78077976576.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,374.34,78077976576.0,732055561.0
NU,Nu Holdings Ltd.,Financial Services,Banks - Regional,Brazil,75745198080.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,15.68,75745198080.0,1184208621.0
NWG,NatWest Group plc,Financial Services,Banks - Regional,United Kingdom,75233378304.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,18.95,75233378304.0,80986274.0
NTES,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,China,74941284352.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NMS,USD,117.05,74941284352.0,106950224.0
MFC.TO,Manulife Financial Corporation,Financial Services,Insurance - Life,Canada,101911093248.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,61.42,73900026859.0,238297343.0
AON,Aon plc,Financial Services,Insurance Brokers,Ireland,69365022720.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,327.0,69365022720.0,462392715.0
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,United States,68355891200.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,266.66,68355891200.0,428205828.0
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,66529452032.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,263.11,66529452032.0,452526046.0
MET,"MetLife, Inc.",Financial Services,Insurance - Life,United States,63058378752.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,99.23,63058378752.0,362611128.0
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,United States,63048130560.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,51.61,63048130560.0,425954310.0
NA.TO,National Bank of Canada,Financial Services,Banks - Diversified,Canada,83922567168.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,217.9,60855788807.0,216957479.0
GWO.TO,Great-West Lifeco Inc.,Financial Services,Insurance - Life,Canada,81839185920.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,91.42,59345041299.0,90507086.0
AFL,Aflac Incorporated,Financial Services,Insurance - Life,United States,59338993664.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,118.36,59338993664.0,270293287.0
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,55176654848.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,98.71,55176654848.0,381426496.0
STT,State Street Corporation,Financial Services,Asset Management,United States,53275660288.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,193.94,53275660288.0,406387694.0
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,50841374720.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,192.7,50841374720.0,1644745758.0
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,49915334656.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,565.08,49915334656.0,329693666.0
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,United States,49851883520.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,54.97,49851883520.0,345172461.0
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,United States,48607285248.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,56.82,48607285248.0,905590796.0
ARES,Ares Management Corporation,Financial Services,Asset Management,United States,46679896064.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,141.52,46679896064.0,316300030.0
KB,KB Financial Group Inc.,Financial Services,Banks - Regional,South Korea,46472404992.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,132.36,46472404992.0,37284224.0
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,United States,45197119488.0,2,"2022,2023",,,,,,,,,,,,,,,only 2 years of statements,NMS,USD,210.87,45197119488.0,496111740.0
BSBR,Banco Santander (Brasil) S.A.,Financial Services,Banks - Regional,Brazil,45074915328.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,6.02,45074915328.0,18460763.0
SLF.TO,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,Canada,61956763648.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,111.29,44927459335.0,148875957.0
IX,ORIX Corporation,Financial Services,Financial Conglomerates,Japan,42837032960.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,41.19,42837032960.0,10866746.0
POW.TO,Power Corporation of Canada,Financial Services,Insurance - Life,Canada,59018948608.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,94.02,42797125890.0,139628536.0
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,United States,42503999488.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,123.2,42503999488.0,226194707.0
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,United States,41777057792.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,574.65,41777057792.0,386415922.0
RKT,"Rocket Companies, Inc.",Financial Services,Mortgage Finance,United States,40265953280.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,14.22,40265953280.0,422643399.0
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,United States,40189571072.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,76.86,40189571072.0,287869907.0
SHG,"Shinhan Financial Group Co., Ltd.",Financial Services,Banks - Regional,South Korea,39773913088.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,84.47,39773913088.0,20216796.0
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified,United States,37922078720.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,140.0,37922078720.0,225705200.0
JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail,China,37462867968.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NMS,USD,27.74,37462867968.0,227188214.0
BBD,Banco Bradesco S.A.,Financial Services,Banks - Regional,Brazil,36638552064.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,3.46,36638552064.0,107376744.0
PUK,Prudential plc,Financial Services,Insurance - Life,Hong Kong,34896404480.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,28.35,34896404480.0,33355419.0
FFH.TO,Fairfax Financial Holdings Limited,Financial Services,Insurance - Property & Casualty,Canada,48043343872.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,2313.21,34838252533.0,102177510.0
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,United States,34789310464.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,181.1,34789310464.0,235025423.0
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,United States,34668564480.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,240.06,34668564480.0,265067050.0
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,United States,34468278272.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,17.06,34468278272.0,398949158.0
IFC.TO,Intact Financial Corporation,Financial Services,Insurance - Property & Casualty,Canada,47400906752.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",TOR,CAD,268.79,34372394314.0,89012323.0
NTRS,Northern Trust Corporation,Financial Services,Asset Management,United States,34294122496.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,187.445,34294122496.0,200197258.0
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,34064904192.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,99.83,34064904192.0,198958195.0
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,China,32419448832.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,country China,NMS,USD,95.58,32419448832.0,247357790.0
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,United Kingdom,31767773184.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,342.06,31767773184.0,202758801.0
NMR,"Nomura Holdings, Inc.",Financial Services,Capital Markets,Japan,31037937664.0,4,"2023,2024,2025,2026",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,10.62,31037937664.0,11024601.0
BAP,Credicorp Ltd.,Financial Services,Banks - Regional,Peru,30512109568.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,384.19,30512109568.0,149112591.0
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,United States,29831954432.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,70.83,29831954432.0,296572930.0
LPLA,LPL Financial Holdings Inc.,Financial Services,Capital Markets,United States,28382658560.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,360.45,28382658560.0,297318264.0
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,United States,26815684608.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,174.72,26815684608.0,134364922.0
SYF,Synchrony Financial,Financial Services,Credit Services,United States,25980862464.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,79.85,25980862464.0,286719790.0
RF,Regions Financial Corporation,Financial Services,Banks - Regional,United States,25932736512.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,30.44,25932736512.0,289325990.0
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,United States,25800312832.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,69.5,25800312832.0,132309444.0
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,United States,25373540352.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,118.51,25373540352.0,162413452.0
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,United States,25070399488.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,74.3,25070399488.0,326023199.0
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,United States,24883599360.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,2203.43,24883599360.0,167410001.0
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,United States,24279326720.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,72.56,24279326720.0,185527721.0
CIB,Grupo Cibest S.A.,Financial Services,Banks - Regional,Colombia,24058179584.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NYQ,USD,101.87,24058179584.0,34593320.0
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,United States,23906967552.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,18.51,23906967552.0,1321204318.0
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,United States,23652460544.0,4,"2022,2023,2024,2025",,,,,,,,,,,,,,,"bank/insurer/lender: ROIC, EBITDA and FCF screens do not apply",NMS,USD,110.88,23652460544.0,217837066.0
